Booktitle,Suggested Title,book_author,log_value,library,ISBN,Author,Type,Year Published,Weight,Page Count,Subjects,Places
The Boy Who Dared,The Boy Who Dared,Susan Campbell Bartoletti,1,Main (Oakland),439680131,Susan Campbell Bartoletti,work,2008,12.8 ounces,192,"Juvenile fiction,Courage,History,Anti-Nazi movement,Fiction,Protected DAISY",
The Boy Who Dared,The Boy Who Dared,Susan Campbell Bartoletti,1,East Liberty,439680131,Susan Campbell Bartoletti,work,2008,12.8 ounces,192,"Juvenile fiction,Courage,History,Anti-Nazi movement,Fiction,Protected DAISY",
The Boy Who Dared,The Boy Who Dared,Susan Campbell Bartoletti,1,East Liberty,439680131,Susan Campbell Bartoletti,work,2008,12.8 ounces,192,"Juvenile fiction,Courage,History,Anti-Nazi movement,Fiction,Protected DAISY",
The Friends We Keep,The friends we keep,Susan Mallery,1,Beechview,307446115,Sarah Zacharias Davis,work,2009,,,,
Thomas  Friends Animals Everywhere,,,1,East Liberty,No ISBN Found,,,,,,,
Leo The Lightning Bug,Leo the lightning bug,Eric Drachman,1,Downtown & Business,9780970380906,Eric Drachman,work,2001,,,,
Leo The Lightning Bug,Leo the lightning bug,Eric Drachman,1,Downtown & Business,9780970380906,Eric Drachman,work,2001,,,,
Dear Polar Bear,,Barry Ablett,1,Downtown & Business,No ISBN Found,,,,,,,
Dear Polar Bear,,Barry Ablet,1,Downtown & Business,No ISBN Found,,,,,,,
Look Out For Mater,Look out for Mater!,R H Disney,1,Downtown & Business,736425829,Andrea Posner-Sanchez,work,2009,,,,
Look Out For Mater,Look out for Mater!,R H Disney,1,Downtown & Business,736425829,Andrea Posner-Sanchez,work,2009,,,,
War Hawk,Sandy's War,James Rollins,1,Downtown & Business,140103117X,Hawk Kiefer,work,2001,,,,
War Hawk,Sandy's War,James Rollins,1,Carrick,140103117X,Hawk Kiefer,work,2001,,,,
Map Of Bones,Map of bones,James Rollins,1,Downtown & Business,9780061792687,James Rollins,work,2004,,,"Fiction,Germany in fiction,Alchemists in fiction,Alexander, in fiction,Magi in fiction,Cathedrals in fiction,Relics,Tomb,Secret societies in fiction,Relics in fiction,Cathedrals,Americans in fiction,Magi,Americans,Cult,Alchemists,Secret societies,Suspense fiction,OverDrive,Thriller,Accessible book,Protected DAISY",Germany
Thrift Shopping Discovering Bargains And Hidden Treasures,,Sandra Donovan,1,Downtown & Business,No ISBN Found,,,,,,,
Boutique Bags,Bag Boutique,Sue Kim,1,Downtown & Business,1564776115,Amy Barickman,work,2005,,,,
50 Nifty Thrifty Upcycled Fashions Sew Something From Nothing,,Cynthia Anderson,1,Downtown & Business,No ISBN Found,,,,,,,
Happy Halloween Mittens,"Happy Halloween, Mittens",Lola M. Schaefer,1,West End,9780061702228,Lola M. Schaefer,work,2010,,,"Fiction,Animals,Infancy,Halloween,Cats",
Stylish Remakes Upcycle Your Old Ts Sweats And Flannels Into Trendy Street Fashion Pieces,,Violette Room,1,Downtown & Business,No ISBN Found,,,,,,,
The Best Skin Of Your Life Starts Here Busting Beauty Myths So You Know What To Use And Why,,Paula Begoun,1,Downtown & Business,No ISBN Found,,,,,,,
Style Bible What To Wear To Work,Those wonderful moments of transitory unconsciousness,Lauren A Rothman,1,Downtown & Business,No ISBN Found,Diego Martinez Montano,work,2000,,,,
Upstyle Your Furniture Techniques And Creative Inspiration To Style Your Home,,Stephanie Jones,1,Downtown & Business,No ISBN Found,,,,,,,
Fashion Hacks 500 Stylish Wardrobe Solutions From Head To Toe,,Caroline Jones,1,Downtown & Business,No ISBN Found,,,,,,,
Styled Secrets For Arranging Rooms From Tabletops To Bookshelves,,Emily Henderson,1,Downtown & Business,No ISBN Found,,,,,,,
Skin Care  Makeup Tips And Tricks,Hands and Feet,Karen Latchana Kenney,1,Downtown & Business,184072028X,"Carol Morley,Liz Wilde",work,2000,,,,
Thu Luxury Guide To Walt Disney World How To Get The Most Out Of The Best Disney Has To Offer,,Cara Goldsbury,1,Downtown & Business,No ISBN Found,,,,,,,
Spot Bakes A Cake,Spot bakes a cake,,1,East Liberty,8845054950,"Hill, Eric",work,1994,,,"Birthdays,Cake,Dogs,Fiction,Specimens,Toy and movable books,Protected DAISY,Accessible book",
Eat Your Peas Louise,Eat Your Peas Louise,,1,East Liberty,9780756913212,Pegeen Snow,work,1985,3.2 ounces,,,
Dance Annie,"Dance, Annie",,1,East Liberty,516222333,Dawn Friedman,work,2001,,23,"Dance,Fiction,Stories in rhyme",
Dance Annie,"Dance, Annie",,1,East Liberty,516222333,Dawn Friedman,work,2001,,23,"Dance,Fiction,Stories in rhyme",
What Do I Hear  Qu Oigo,,Annie Kubler,1,West End,No ISBN Found,,,,,,,
Find The Duck,Duck!,Felicity Brooks,1,West End,812977297,"Stone, Gene.",work,2006,,,,
I Like It When Me Gusta Cuando,I Like It When . . . /Me gusta cuando . .,Mary Murphy,1,West End,9780152060459,Mary Murphy,work,2008,,22,"Fiction,Penguins,Board books,Bilingual books,Parent-child relationship,Spanish language materials,English-Spanish,Bilingual,Mother and child,Protected DAISY",
In My Flower,Flower in my ear,Sara gillingham & Lorena siminovich,1,West End,No ISBN Found,"Burrows, Edwin G.",work,1963,,,,
The First Year Of Teaching,"The first year syllabus, teaching and assessing projects, and first year textbooks","Mahiri, Warshauer Freedman, Eds.",1,East Liberty,9780906126585,Undergraduate Mathematics Teaching Conference (1988 University of Nottingham),work,1988,,,,
The Good Luck Of Right Now,,Matthew Quick,1,Beechview,No ISBN Found,,,,,,,
A Front Page Affair,A Front Page Affair,Rahda Vatsal,1,Sheraden,9781492632665,Radha Vatsal,work,2016,,,,
Keeping An Eye Open,American notes,Julian Barnes,1,Beechview,9780665349447,Charles Dickens,work,1800,,,,
Sophia  Princess Suffragette Revolutionary,,"Anand, Anita",1,West End,No ISBN Found,,,,,,,
How To Be Here,Here's how to be healthy,Rob Bell,1,Main (Oakland),1430477539,Bengamin Gayelord Hauser,work,1934,,,,
Seed To Plant,"Autumn 1903 catalog tells when to plant, and how to grow",Kristin Baird Rattini,1,Downtown & Business,No ISBN Found,Cox Seed and Plant Company,work,1903,,,,
Seed To Plant,"Autumn 1903 catalog tells when to plant, and how to grow",Kristin Baird Rattini,1,Downtown & Business,No ISBN Found,Cox Seed and Plant Company,work,1903,,,,
Saving Animal Babies,Saving Baby Animals,,1,Downtown & Business,545582911,Amy Shields,work,2012,,,,
Saving Animal Babies,Saving Baby Animals,National Geographic,1,Downtown & Business,545582911,Amy Shields,work,2012,,,,
Why Do Leaves Change Color,Why do leaves change color?,Betsy Maestro,1,Downtown & Business,9780823952755,Marian B. Jacobs,work,1999,,,,
Why Do Leaves Change Color,Why do leaves change color?,Betsy Maestro,1,Downtown & Business,9780823952755,Marian B. Jacobs,work,1999,,,,
Robots,"Robots, 9",Melissa Stewart,1,Downtown & Business,9780872631892,Robots Conference,work,1985,,,,
Robots,"Robots, 9",Melissa Stewart,1,Downtown & Business,9780872631892,Robots Conference,work,1985,,,,
Jake Neverland Pirates Jake Saves Bucky,,,1,Downtown & Business,No ISBN Found,,,,,,,
Fish Swish Splash Dash,"Fish, Swish! Splash, Dash!",,1,East Liberty,141693605X,Suse MacDonald,work,2007,,,"Fishes,Juvenile fiction,Counting,Specimens,Toy and movable books,Protected DAISY",
Can A Cat Quack,,,1,East Liberty,No ISBN Found,,,,,,,
I Love My Mommy,I Love My Mommy,,1,East Liberty,310701031,Scharlotte Rich,work,1995,9.1 ounces,96,"Fiction,God,Mothers,Accessible book,Protected DAISY,Juvenile fiction,In library",
My Horse,"My people, the Bloods",,1,East Liberty,9780919224032,Mike Mountain Horse,work,1979,,,,
Hissing Cousins,,,1,South Side,No ISBN Found,,,,,,,
Charles Manson,Charles Manson,,1,South Side,524001251,,work,1971,,,,
Fancy Nancy  The 100th Day Of School,,Jane O'Conner,1,,No ISBN Found,,,,,,,
Thumb Love,A bag of nuts ready cracked,Elise Primavera,1,Hazelwood,No ISBN Found,Thomas Thumb,work,1786,,,,
Reading Makes You Feel Good,Reading makes you feel good,Todd Parr,1,Hazelwood,8478718893,Todd Parr,work,2005,14.7 ounces,32,,
Reading Makes You Feel Good,Reading makes you feel good,Todd Parr,1,Carrick,8478718893,Todd Parr,work,2005,14.7 ounces,32,,
Reading Makes You Feel Good,Reading makes you feel good,Todd Parr,1,Carrick,8478718893,Todd Parr,work,2005,14.7 ounces,32,,
How Rocket Learned To Read,How Rocket learned to read,Tad Hills,1,Hazelwood,375958991,Tad Hills,work,2010,,,,
The Crown Of Sodor,,,1,Main (Oakland),No ISBN Found,,,,,,,
Froggy Bakes A Cake,Froggy Bakes a Cake (Froggy),,1,Hazelwood,613252691,Jonathan London,work,2000,8.6 ounces,,,
Toot Toot Goes The Instrument,,,1,East Liberty,No ISBN Found,,,,,,,
The Complete Essex County,Excursions in the county of Essex,Jeff Lemire,1,Main (Oakland),No ISBN Found,Thomas Cromwell,work,1818,,,,
The Wasp Factory,The wasp factory,Iain Bankd,1,Brookline,9780316858564,Iain M. Banks,work,1984,,,,
Grandpas Teeth,Grandpa's Teeth,,1,Hazelwood,613183118,Rod Clement,work,1999,10.7 ounces,,,
Dragon Masters,GURPS Dragons,Tracey West,1,Hazelwood,9781556345999,Phil Masters,work,2004,,,,
Farmers Present,The present aspect of the labour question,,1,Hazelwood,No ISBN Found,Midland Farmers' Club.,work,1872,,,,
Outside Dog,Outsiders,,1,Hazelwood,954928652,Ronald Blythe,work,2008,,178,,
Curious George Takes A Job,Curious George Takes a Job,,1,Hazelwood,9780395186497,H. A. Rey,work,1947,,,,
Curious George Takes A Job,Curious George Takes a Job,,1,Main (Oakland),9780395186497,H. A. Rey,work,1947,,,,
Quick Help,I hate to make speeches--help for people who must,,1,Hazelwood,9780448017938,"Quick, John",work,1973,,,,
The Dark Tower Iii The Wastelands,Wastelands,Steven King,1,Brookline,1597801054,Stephen King,work,1991,,,,
5000 Awesome Facts,"5,000 awesome facts (about everything!)",,1,Downtown & Business,1426310501,,work,2012,,,,
Babymouse Burns Rubber,Babymouse,,1,Downtown & Business,9780375832321,Jennifer L. Holm,work,2005,,,,
Goddes Boot Camp,,tera lynn childs,1,Main (Oakland),No ISBN Found,,,,,,,
A Welcome Grave,Welcome to the grave,michael kyota,1,Squirrel Hill,515100110,Mary McMullen,work,1979,,,,
Dont Feed The Geckos,,Karen English,1,East Liberty,No ISBN Found,,,,,,,
Dont Feed The Geckos,,Karen English,1,Squirrel Hill,No ISBN Found,,,,,,,
Zombie Zone,The Zombie Zone,,1,East Liberty,9780439785532,Ron Roy,work,2005,,,,
The Divide,On the Divide,Nicholas Evans,1,,630693863X,Continental Divide   Cdpcr           1054,work,2003,,,,
The Divide,On the Divide,,1,Brookline,630693863X,Continental Divide   Cdpcr           1054,work,2003,,,,
Xed Out Xray,The x'ed out x-ray,,1,East Liberty,9780439785518,Ron Roy,work,2005,,,,
1491 New Revelations Of The Americas Before Columbus,1491,Charles C. Mann,1,Lawrenceville,1400032059,Charles C. Mann,work,2005,1.2 pounds,560,"OverDrive,History,Nature,Nonfiction,New York Times bestseller,nyt:paperback_nonfiction=2011-07-23,Origin,Indians,Antiquities,Protected DAISY",
The Boo Boo Book,Boo!,,1,Hill District,613195078,Colin McNaughton,work,1995,12.8 ounces,,"Fiction,Disguise,Pigs in fiction,Pigs,Disguise in fiction,Juvenile fiction,Swine",
The Boo Boo Book,Boo!,Joy Masoff,1,Hill District,613195078,Colin McNaughton,work,1995,12.8 ounces,,"Fiction,Disguise,Pigs in fiction,Pigs,Disguise in fiction,Juvenile fiction,Swine",
One Punch Man,One-Punch Man,yusuke murata,1,Hill District,9781421585642,,work,2015,,,,
One Punch Man,One-Punch Man,yusuke murata,1,Hill District,9781421585642,,work,2015,,,,
One Punch Man,One-Punch Man,,4,Hill District,9781421585642,,work,2015,,,,
500 Things You Should Know About The Planet Earth,,Beliinda Gallagher,1,Hill District,No ISBN Found,,,,,,,
The Girl In The Red Coat,The Girl in the Red Coat,Kate Hamer,1,East Liberty,340819065,Roma Ligocka,work,2002,,,,
Star Island,Star Island,Hiaasen,1,Lawrenceville,No ISBN Found,Marjory Hall,work,1953,,,,
Biscuits Pet And Play Christmas,Biscuit's pet & play Christmas,Alyssa Satin Capucilli,1,Hill District,60094702,Alyssa Satin Capucilli,work,2006,,,"Accessible book,Protected DAISY,Dogs,Textured books,Fiction,Specimens,Board books,Christmas",
Milkweed,Milkweed,Jerry Spinelli,1,East Liberty,807218588,"Jerry Spinelli,Jerry Spinelli",work,2003,2.4 ounces,,"Boys,Boys in fiction,Fiction,Holocaust, Jewish (1939-1945),Jews,Jews in fiction,Juvenile fiction,OverDrive,World War, 1939-1945,World War, 1939-1945 in fiction,Protected DAISY","Poland,Warsaw (Poland)"
The Lucky Leprechauns,An actor's odyssey,Kathryn Heling,1,Hill District,1593935226,"Anderson, Arthur",work,2010,,,,
The House At Tyneford,The House at Tyneford,Natasha Solomons,1,East Liberty,452297648,Natasha Solomons,work,2011,,,,
Trust No One,You'Ve Been Warned,Paul Cleave,1,Downtown & Business,9786306166152,Trust No One         Cdljk          Eul23,work,2000,,,,
Moo Moo Can You Say It Too,,,1,Sheraden,No ISBN Found,,,,,,,
Scoobydoo And The Creepy Chef,Scooby-Doo and the creepy chef,,1,Sheraden,1599616769,Jesse Leon McCann,work,2005,,,,
Happy Birthday Little Pookie,"Happy Birthday, Little Pookie",Sandra Boynton,2,Main (Oakland),037586539X,Sandra Boynton,work,2010,,,,
Confabulist,,Steven Galloway,1,Brookline,No ISBN Found,,,,,,,
New York Dead,New York dead,Stuart Woods,1,Lawrenceville,9780060768447,Stuart Woods,work,1991,,,"Fiction,Stone Barrington (Fictitious character),Private investigators,Private investigators in fiction,Detective and mystery stories,OverDrive,Mystery,Suspense,Accessible book,Protected DAISY","New York (N.Y.),New York (State),New York"
Puppy Birthday To You,MatchCard Greetings,Scot Albert,1,West End,811824411,Chronicle Books,work,1999,,,,
Pup Pup And Away,,Kim Duran,1,West End,No ISBN Found,,,,,,,
The Big Book Of Paw Patrol,,Mary Tillworth,1,West End,No ISBN Found,,,,,,,
Among A Thousand Fireflies,,Helen Frost,1,Squirrel Hill,No ISBN Found,,,,,,,
Memories Of My Melancholy Whores,Memories of my melancholy whores,Gabriel Garcia Marquez,1,Brookline,9780739325605,Gabriel Garcia Marquez,work,2005,,,,
Beyind Belief,,Jenna Miscavige Hill,1,Main (Oakland),No ISBN Found,,,,,,,
If You Got It Haunt It,,,1,Main (Oakland),No ISBN Found,,,,,,,
Yes We Can A Salute To Children From Obamas Speech,,,1,West End,No ISBN Found,,,,,,,
Corduroys Colors,,,1,West End,No ISBN Found,,,,,,,
Corduroys Colors,,,1,West End,No ISBN Found,,,,,,,
Corduroys Colors,,,1,Main (Oakland),No ISBN Found,,,,,,,
Jingle Jingle,Spiritual amours,,1,West End,No ISBN Found,Jeremy Jingle,work,1732,,,,
Jingle Jingle,Spiritual amours,,1,West End,No ISBN Found,Jeremy Jingle,work,1732,,,,
Andys Adventure,Andy's Adventure,,1,West End,1884839517,,work,,,,,
Yes We Can A Salute To Children From President Obamas Victory Speech,,,1,West End,No ISBN Found,,,,,,,
Midnight War Of Mateo Martinez,,Robin Yardi,1,Brookline,No ISBN Found,,,,,,,
Escape With Me,Escape with me!,Janice Sims,1,West End,195815912,Osbert Sitwell,work,1939,,,,
Delectable Desire,The Almond,Farrah Rochon,1,West End,9780802118059,Nedjma,work,2005,,,,
Sisters,Bodily Resurrection:,Raina Telgemeier,1,Main (Oakland),9781888212105,Sisters,work,1997,1.9 ounces,32,,
My Bus  Byron Barton,My bus,,2,Lawrenceville,9780062287366,Byron Barton,work,2014,,,"Transportation,Pets,Buses,Mathematics,Juvenile fiction,Fiction",
Saga 9,"Excel Saga, Volume 9",Brian K. Vaughan,1,Allegheny,1591162343,Rikdo Koshi,work,2004,,,,
Saga 10,10ème SAGA,Brian K. Vaughan,1,Allegheny,No ISBN Found,"SAGA (Exhibition) (10th 1996 Paris, France)",work,1996,,,,
Saga 11,"Old Norse myths, literature and society",Brian K. Vaughan,1,Allegheny,8778387949,"International Saga Conference (11th 2000 Sydney, N.S.W.)",work,2003,,,,
Captain Underpants And The Wrath Of The Wicked Wedgie Woman  Dav Pilkey,Captain Underpants and the Wrath of the Wicked Wedgie Woman,Dav Pilkey,1,Sheraden,439684412,Dav Pilkey,work,2001,,,"Accessible book,Bullying,Caricatures and cartoons,Cartoons and comics,Elementary school teachers,Elementary schools,Fiction,Heroes,Humorous stories,Imagination,Juvenile fiction,Monsters,Protected DAISY,School principals,Schools",
Potty Train,Potty,David Hochman,1,Lawrenceville,9780763644765,Leslie Patricelli,work,2010,,,"Fiction,Humorous stories,Toilet training,Toddlers,Protected DAISY",
And Then It Rained,And Then It Rained,crescent dragonwagon,3,Lawrenceville,9781879600270,Quoc Tran,work,1996,,,,
Blood On Snow,Blood on the snow,jo nesbo,1,Lawrenceville,718113160,Emanuel Litvinoff,work,1975,,,,
Team Of Rivals,Team of rivals,Doris Kearns Goodwin,1,Main (Oakland),684824906,Doris Kearns Goodwin,work,2005,,916,"Case studies,Politics and government,Genius,Friends and associates,Political leadership,Presidents,Biography,Cas, Études de,Biographies,Génie (Aptitude),Présidents,Leadership politique,Politique et gouvernement,Amis et relations,Protected DAISY,Popular Print Disabled Books",United States
Look Alikes Around The World,,,1,Main (Oakland),No ISBN Found,,,,,,,
The Joy Luck Club,The Joy Luck Club,Amy Tan,1,Main (Oakland),9780833552921,Amy Tan,work,1989,7.8 ounces,,"Accessible book,Chinese American,Chinese American women,Chinese American women in fiction,Chinese Americans,Chinese Americans in fiction,Death,Female friendship,Female friendship in fiction,Fiction,Literature,Loss (Psychology),Mothers,Mothers and daughters,Mothers and daughters in fiction,Mothers in fiction,OverDrive,Protected DAISY,Reminiscing in old age,Reminiscing in old age in fiction,Societies and clubs,Women,Women in fiction,California,San Francisco (Calif.),Asian Americans,Mother and child,In library,Littérature américaine,Auteurs d'origine chinoise","San Francisco (Calif.),United States"
Game Of Thrones,A Game of Thrones (Game of Thrones),George R. R. Martin,1,Main (Oakland),9781588469410,,work,,,,,
Big Idea Science Book,Big Idea Science Book,,1,Sheraden,9780756689025,DK Publishing,work,2011,,,,
Us Today Tupac Shakur,,,1,Sheraden,No ISBN Found,,,,,,,
Monster Trucks Tearing It Up,,Brian Howell,1,Brookline,No ISBN Found,,,,,,,
Someone Has To Set A Bad Example,Someone has to set a bad example,,1,Woods Run,1452103097,Anne Taintor,work,2012,,,,
Reader I Married Him,"Reader, I Married Him",Tracy Chevalier,1,Woods Run,1860499988,Michele Roberts,work,2005,,,,
The Lifechanging Magic Of Tidying Up  The Japanese Art Of Decluttering And Organizing,The Life-Changing Magic of Tidying Up,Marie Kondo,1,Woods Run,9781607747307,Marie Kondo,work,2014,,231,,Tokyo
Her Best Match Yet,,Tamie Dearen,1,Main (Oakland),No ISBN Found,,,,,,,
Dead Is A State Of Mind,Dead is a state of mind,Marlene Perez,1,Woods Run,9780152062101,Marlene Perez,work,2009,,,"Fiction,Clairvoyance,Supernatural in fiction,Werewolves,Family life,Schools in fiction,Family life in fiction,Supernatural,High schools,Schools,Clairvoyance in fiction,Werewolves in fiction,High schools in fiction",
