book_title,book_author,log_value,library
humpty dumpty,,1,Sheraden
A Sinful Calling,Kimberla Lawson Roby,1,Main (Oakland)
Gardening on a Shoestring,Alex Mitchell,1,Squirrel Hill
warriors blazing star,Erin hunter,1,Main (Oakland)
If You Give a Moose a Muffin,Laura Joffe Numeroff,1,Brookline
No Title Logged,,5,Mt. Washington
My dad my hero,,1,East Liberty
Miller's Valley,Anna Quindlen,1,Carrick
No Title Logged,,1,Squirrel Hill
Pete the Cat and the Bedtime Blues,James Dean,1,Woods Run
Explore the Galaxy,,1,Main (Oakland)
Diary of a wimpy kid - the third wheel ,Jeff Kinney ,1,Squirrel Hill
No Title Logged,,15,Squirrel Hill
Mr. Messy,,1,Squirrel Hill
No Title Logged,,7,Woods Run
Ever After High: The Storybook of Legends,Shannon  Hale,1,Brookline
No Title Logged,,6,Squirrel Hill
Descendents,,1,Main (Oakland)
No Title Logged,,1,Squirrel Hill
No Title Logged,,10,Squirrel Hill
flush ,carl hiaasen,1,Main (Oakland)
"The incorrigible children of Ashton Place. Bk. IV, The interrupted tale",Maryrose Wood,1,Squirrel Hill
diary of a wimpy kids books,,4,Homewood
Raindrops Roll,,1,Squirrel Hill
Blackbirds ,Eric Jerome dickey,1,Allegheny
Neil Gaiman's Neverwhere,Mike Carey,1,Squirrel Hill
Brownie and Pearl Hit the Hay,,1,Squirrel Hill
No Title Logged,,1,Squirrel Hill
"Dinosaurs don't, Dinosaurs do",Steve Bjorkman,1,Brookline
Lady Friday,Garth Nix,1,Squirrel Hill
Hello Magazine - The Stormy Day,,1,Squirrel Hill
Keep the Beat Recipes,U.S.Department of Health and Human Services,1,East Liberty
I Love You Through and Through,Bernadette Rosetti-Shustak,1,East Liberty
5,,1,Sheraden
I Hate Fairyland Vol.1: Madly Ever After,Skottie Young,1,Squirrel Hill
No Title Logged,,1,Carrick
Monsters University,,1,South Side
cross kill,james patterson book shots,1,Carrick
Eden Close,Anita Shreve,1,Carrick
Hamilton: the revolution,Lin-Manuel Miranda,1,Brookline
Alien In My Pocket - Space invaders #8,,1,East Liberty
Hooper Humperdink,,1,Brookline
The Castle Mystery,Gertrude Chandler Warner,1,East Liberty
Walk,Cora Brent,1,Carrick
a good yarn,debbie macomber,1,South Side
Where is the green sheep?,Mem Fox,1,Squirrel Hill
Something Wicked This Way Comes,Ray Bradbury,1,Main (Oakland)
Rhinos Who Surf,,1,East Liberty
The Last Olympian,Rick Riordan,1,Main (Oakland)
Weeds Find a Way ,Cindy  Jenson-Elliott,1,Carrick
Treasure Hunters,James Patterson & Chris Grabenstein,1,Woods Run
Marvin's Best Christmas Present Ever,,1,Main (Oakland)
Death of a Liar,M.C.Beaton,1,Brookline
The shy little kitten,Kristen Depken,1,Lawrenceville
Peek-a-boo Santa ,Charles reasoner ,1,Squirrel Hill
Hellblazer: Critical Mass,Paul Jenkins,1,Brookline
lumberjanes vol 3,Stevenson  Waters  Nowak  Laiho,1,Squirrel Hill
Castle,David Macaulay,1,Squirrel Hill
Journey to Munich,Jacqueline Winspear,1,East Liberty
Clark the Shark,Bruce Hale,1,Downtown & Business
Broken Harbor,Tana French,1,Downtown & Business
Are we there yet,,1,Squirrel Hill
Graduation Day ,Joelle Charbonneau ,1,Brookline
Thomas risky railways,,5,Squirrel Hill
Baby Danced,,1,Squirrel Hill
Viva Frida,Yuyi Morales,1,Hill District
Shipwrecked ,Sienna Mynx,1,Main (Oakland)
Adventure Time. Playing with Fire,Danielle Corsetto,1,Beechview
The Runaway Bunny,Margaret Wise Brown,1,West End
We're Going On A Bear Hunt,Michael Rosen,1,Hill District
She's not there,Joy Fielding,1,Main (Oakland)
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,1,Brookline
Tom Clancy Duty and Honor,Grant Blackwood,1,Carrick
Captain Underpants and the attack of the talking toilets,Dav Pilkey,1,Hill District
Baby Love,Catherine Anderson,1,West End
Time to Sleep,Denise Fleming,1,Main (Oakland)
No Title Logged,,4,Woods Run
Breakfast at Sally's,Richard LeMieux,1,Main (Oakland)
No Title Logged,,5,Brookline
Tails Chasing Tails,Matthew Porter,1,Main (Oakland)
The Amish Seamtress,Mindy Clark,1,Carrick
aaron is cool,,1,Allegheny
Arthur's Tooth,Marc Brown,1,Main (Oakland)
Penguin and Pinecone,Salina  Yoon,1,Squirrel Hill
Rude Cakes,,1,Beechview
Lunch Lady and the Cyborg Substitute,Jarrett J.  Krosoczka,1,East Liberty
Waiting,Kenvin Henkes,2,East Liberty
Waiting Is Not Easy,Mo Willems,1,Squirrel Hill
Why Not Me?	,Mindy Kaling,1,Main (Oakland)
Flame Winds,Norvell Page,1,Allegheny
"The King's Bed: Sex, Power and the Court of Charles II ",Don Walsh,1,South Side
Harry Potter and the Sorcerer's Stone,J. K. Rowling,1,East Liberty
Adventure Time. Playing with Fire,Danielle Corsetto,1,Brookline
Cake soup,Erica Farber,1,Squirrel Hill
cherub mission 6 manvs. beast,robert muchamore,1,Woods Run
apeshit,carlton mellick,1,Beechview
Revolution,,1,Downtown & Business
I love my New Toy,Mo Willems,1,Hill District
"My Dad, My Hero",Ethan Long,2,Brookline
"One, Two, Baa Moo",Tiger Tales,1,Main (Oakland)
Fancy Nancy Peanut Butter and Jellyfish,,1,Beechview
How is Daniel Feeling?,Maggie Testa,1,Squirrel Hill
Spot Goes to the Library,,1,Squirrel Hill
No Title Logged,,10,Lawrenceville
No Title Logged,,11,Beechview
Olivia's Favorite Things,,1,Hill District
The Tumor,John Grishan,1,Beechview
No Title Logged,,1,Carrick
Bed Bugs,Bobby Lynn Maslen,1,Main (Oakland)
Can I Play Too?,Mo Willems,4,Squirrel Hill
No Title Logged,,16,Squirrel Hill
Baby Beluga,Raffi  Cavoukian,1,Main (Oakland)
A Bad Case of Stripes,David Shannon,1,East Liberty
Robots,Melissa Stewart,1,Downtown & Business
The Crown,,1,Main (Oakland)
The Giving Tree,Shel Silverstein,1,East Liberty
roses and rot,kat howard,1,Sheraden
Shh! We Have a Plan,Chris Haughton,1,Squirrel Hill
No Title Logged,,1,Main (Oakland)
The Cat in the Hat,Dr. Seuss,1,Hill District
You Are My Cupcake,Joyce Wan,1,Main (Oakland)
"The hidden Oracle. (The trials of Apollo, book 1.)",Rick Riordan,1,Main (Oakland)
Brown Bear Brown Bear What Do You See,Bill Martin Jr.,1,East Liberty
Summer of Lost and Found,Rebecca Behrens,1,Main (Oakland)
Furry Kittens,,1,East Liberty
No Title Logged,,3,Mt. Washington
The Strangler Vine,M.J. Carter,1,Mt. Washington
The Handiest Things in the World,Andrew Clements,1,Squirrel Hill
Masters of Music - The World's Greatest Composers - The Life and Times of Leonard Bernstein,Jim Whiting,1,Main (Oakland)
Vampires Don't Wear Polka Dots,Debbie  Dadey,1,Squirrel Hill
Beyond the Pawpaw Trees,Palmer Brown,1,Main (Oakland)
No Title Logged,,5,East Liberty
No Title Logged,,1,Allegheny
Dork Diaries Series,Rachel Renee Russell,3,East Liberty
When the Cows Come Home,,1,Squirrel Hill
Wild: The Ivy Chronicles,Sophie Jordan,1,East Liberty
The Road to Little Dribbling,Bill Bryson,1,Brookline
Burning,Danielle Rollins,1,
The Sword in the Stove,,2,
if you gave mouse a cooke,,1,Lawrenceville
Dear Emma,Katie Heaney,1,Main (Oakland)
Ling & Ting Not Exactly the Same,"Lin, Grace",1,Carrick
No Title Logged,,5,Main (Oakland)
Percy's chocolate Crunch,,1,Brookline
No Title Logged,,1,Squirrel Hill
the frog prince,,1,Main (Oakland)
"Go, Dog, Go! ",P.D. Eastman,10,Squirrel Hill
winter fun for everyone!,irene trimble,1,Main (Oakland)
The Turnip Princess and other newly discovered fairy tales,Franz Xaver,1,Main (Oakland)
Rainbow Dash and the Daring Do,"Berrow, G.M.",1,Lawrenceville
"Water, Water, Everywhere ",Julie Aigner-clark,1,Brookline
corduroy lost and found,-,1,Brookline
How Underwear got under there,,1,Lawrenceville
Twinkle Twinkle Little Star,Sanja Rescek,1,Main (Oakland)
The Screech Owls Murder at Hockey Camp,Roy McGregor,1,Squirrel Hill
secret of the wings,,1,Main (Oakland)
Let's play!,Debjani Chatterjee,1,
The Very Hungry Caterpillar,Eric Carle,1,Squirrel Hill
No Title Logged,,5,Squirrel Hill
The Relic Master,Christopher Buckley,1,Allegheny
No Title Logged,,3,Squirrel Hill
Magonia ,Maria Dahvana Headley,1,Lawrenceville
ninjago team ninja,,1,South Side
the sleep book,,1,Brookline
Sweetbitter,Stephanie Danler,1,Lawrenceville
The Sleeping Beauty / La Bella Dumiente,Miquel Desclot,1,Brookline
Long time coming,Sandra Brown,1,Downtown & Business
Don't You Cry,Mary Kubica,1,Carrick
Animal Opposites,Petr Horacek,1,Squirrel Hill
God  Gave  Us  Easter,Lisa  Tawn  Bergren,1,Hazelwood
Amelia and Eleanor Go For a Ride,Pam Munoz Ryan,20,Hazelwood
The Finisher,David Baldacci ,1,
City of Glass,Cassandra  Clare,1,Main (Oakland)
Babymouse The Musical,Jennifer Holm,1,Allegheny
Harry Potter and the Sorcerer's Stone,J. K Rowling,1,South Side
Miss Bindergarten Has a Wild Day In Kindergarten,,1,Lawrenceville
Teddy's Hide-and-Seek,Sight Word Story,2,Allegheny
Up to this Pointe,Jennifer Longo,1,Main (Oakland)
Soldier ask not,Gordon R. Dickson,1,Squirrel Hill
All about Light,Lisa Trumbauer,1,Squirrel Hill
The Cat in the Hat,Dr. Seuss,3,Squirrel Hill
My Little Pony Cheerilee's Flower Garden,,1,Brookline
The Little Prince,Antoine De Saint-Exupery,1,Main (Oakland)
Can't Keep a Bad Bride Down,Miranda Parker,1,South Side
Echo,Pam Muñoz Ryan,1,Squirrel Hill
Tell me the day backwards,Albert Lamb,1,Main (Oakland)
angels flight,michael connelly,1,Hill District
A hell of mercy : a meditation on depression and the dark night of the soul,daniel palmer,1,Woods Run
A Royal Spring,Kristen Depken,1,Brookline
Why are they angry with us?,Larry Davis ,1,Downtown & Business
Guess who's on the farm,,1,Main (Oakland)
Windfallen,"Moyes, Jojo",1,Main (Oakland)
otherwise engaged,amanda quick,1,Hill District
Tricky Twenty-Two ,Janet Evanovich,1,Carrick
No Title Logged,,1,Main (Oakland)
Men At Arms,Terry Pratchett,1,Downtown & Business
Time to Sleep,Denise Fleming,1,Main (Oakland)
No Title Logged,,3,Squirrel Hill
Miss Julia inherits a mess,Ann B Ross,1,Carrick
No Title Logged,,68,Woods Run
No Title Logged,,3,Woods Run
No Title Logged,,5,Squirrel Hill
The Very Hungry Caterpillar,Eric Carle,1,Main (Oakland)
My Grandmother Asked Me to Tell You She's Sorry,Fredrik Backman,1,Main (Oakland)
"I'd Know You Anywhere, My Love",Nancy Tillman,1,Beechview
No Title Logged,,5,Beechview
Learning to Save,,1,Allegheny
Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,1,Main (Oakland)
Ramona and Her Father,Beverly Cleary,1,Woods Run
The Emperor's Revenge,Clive Cussler,1,Carrick
No Title Logged,,10,Squirrel Hill
Mr. Brown Can Moo! Can You?,Dr. Seuss,1,East Liberty
Dora The Explorer Good Night Dora,Christine Ricci,1,Main (Oakland)
The Man who rained ,Ali Shaw ,1,Main (Oakland)
The very best place for a penny,Dina Herman Rosenfeld,1,Squirrel Hill
Devil in the Details: Scenes from an Obsessive Girlhood ,Jennifer Traig,1,Main (Oakland)
Winners,Danielle Steel,1,Beechview
midnight on the moon,,1,Main (Oakland)
the power of i am,joel osteen,1,East Liberty
Your Baby's First Word Will Be Dada,Jimmy Fallon,1,Main (Oakland)
All I Want For Christmas is You,Mariah Carey,1,Carrick
I'm Fast,Kate & Jim McMullan,1,East Liberty
No Title Logged,,1,Main (Oakland)
No Title Logged,,4,Hazelwood
"Oh, the Thinks You Can Think!",Dr. Seuss,1,Allegheny
big girl,stephaine evanovich,1,Lawrenceville
Echo,Pam Muñoz Ryan,1,Squirrel Hill
No Title Logged,,7,Brookline
Clothesline Clues to Sports People Play,"Heling, Kathryn and Deborah Hembrook",1,East Liberty
No Title Logged,,28,Woods Run
Helen Keller ,Margaret Davidson,1,Brookline
No Title Logged,,1,Main (Oakland)
A Million Dots,Andrew Clements,1,East Liberty
No Title Logged,,5,Mt. Washington
Doras First Trip,Molly Reisner,1,Carrick
Scuba open water diver manual,PAD,1,Beechview
Blackberry Pie Murder ,Joanne Fluke,1,South Side
Top-Secret Personal Beeswax,Barbara Parks,1,Allegheny
No Title Logged,,1,Main (Oakland)
Green Eggs and Ham,Dr. Seuss,1,Allegheny
be nice to spiders,,1,East Liberty
oh my oh my oh my dinosaur,-,1,Brookline
No Title Logged,,5,Squirrel Hill
Richard Scarry's Busy Busy World,Richard Scarry,1,Main (Oakland)
Take The Time: Mindfulness For Kids,Maud Roegiers,5,Main (Oakland)
care bares,,1,Hill District
Firefly Lane,Kristin Hannah,1,West End
No Title Logged,,1,Squirrel Hill
A Baby Elephant in the Wild,Caitlin O'Connell,1,East Liberty
Aya de Yopougon (1),Margeurite Abouet,1,Main (Oakland)
hwat animals are at the zoo,,1,Squirrel Hill
Tao of Sketching: The Complete Guide to Chinese Sketching Techniques,Qu Lei Lei,1,Main (Oakland)
No Title Logged,,15,Squirrel Hill
Half-Earth: Our Planet's Fight for Life,Edward O. Wilson,1,Squirrel Hill
47,Mike Richardson,1,Squirrel Hill
GOFF AND THE GOLD AXE,,1,Brookline
Green Lantern: lights out,Robert venditti,1,Beechview
 I Love My Hair,Natasha Anastasia Tarpley,1,Main (Oakland)
Attack on Titan 3,,1,
Wonder ,R.J. Palacio,1,Downtown & Business
Giraffes Can't Dance,Giles Andreae,1,South Side
my weirder school ms craft is a draft,,1,Squirrel Hill
Bad Kitty for President,Nick Bruel,1,Woods Run
Deadly Threads,Jane Clealand,1,Sheraden
American Pastoral,Philip Roth,1,East Liberty
No Title Logged,,5,Squirrel Hill
Fred and Ted's Road Trip,Peter Eastman,1,Squirrel Hill
No Title Logged,,2,Squirrel Hill
An Abundance of Katherines,John Green,1,Beechview
No Title Logged,,5,Allegheny
Adventure Time. Playing with Fire,Danielle Corsetto,1,Beechview
Hidden History of Pittsburgh,Len Barcousky,1,Carrick
The honeybee and the robber,Eric carle,1,Homewood
Who Said Coo?,Deborah Ruddell,1,Beechview
Magi 6,Shinobu Ohtaka,1,Main (Oakland)
Hip and hop,,1,Beechview
the recruit,,1,Woods Run
Big Nate,Lincoln Peirce,1,Knoxville
Because of Winn Dixie,Kate DiCamillo,1,East Liberty
Someone Could Get Hurt,Drew Magary,1,Woods Run
Music for Silenced Voices,Wendy Lesser,1,Main (Oakland)
mouses first summer,,1,Sheraden
  Llama Llama red pajama ,Anna   Dewdney,1,West End
Baby Dona makes a snow friend,,1,Carrick
anya's war,,1,Squirrel Hill
Jackaby,William Ritter,1,Woods Run
The Best Eid Ever,Asma Mobin-Uddin,1,Brookline
one fish two fish red fish blue fish,,1,Brookline
Princeless Volume 4,,1,Squirrel Hill
Captain America to the Rescue,Lucy Rosen,1,Main (Oakland)
The Day the Crayons Quit,Drew Daywalt,1,Carrick
Another Monster at the End of this Book,,1,Hill District
Judy Hoops/Missing Jumbo,,1,Carrick
Planes Go,Steve Light,1,Squirrel Hill
No Title Logged,,1,Main (Oakland)
No Title Logged,,1,Hazelwood
crystal and gems,,1,Sheraden
No Title Logged,,1,East Liberty
Fancy Nancy and the Late Night,,1,Main (Oakland)
No Title Logged,,1,South Side
Highlights high five may 2016,,1,Squirrel Hill
Pezzettino,Leo Lionni,1,East Liberty
Islam,Frederick Denny,1,East Liberty
Fish is Fish,,1,East Liberty
Fly Guy vs The Fly Swatter,Tedd Arnold,1,Carrick
An Irish Doctor in Love and at Sea,Patrick Taylor,1,Lawrenceville
Case of the Fidgety Fox,Cynthia Rylant,1,Squirrel Hill
Time to Sleep,Denise Fleming,1,Main (Oakland)
Nobody But You,"Shalvis, JIll",1,Woods Run
How to Train Your Dragon,Cressida Cowell,1,Knoxville
cracked to death,cheryl hollon,1,
The girl of the wish garden : a Thumbelina story,Uma Krishnaswami,1,
Ned's Number Book,,1,Woods Run
Castle in the Air,Diana Wayne Jones,1,Main (Oakland)
Stuffy colorful cure,,1,Lawrenceville
If You Give a Mouse a Cookie,Laura Numeroff,1,Brookline
With Malice,Eileen Cook,1,
The Very Hungry Caterpillar,Eric Carle,1,West End
Time Was,Nora Roberts,1,Main (Oakland)
That's not my Plane,,1,Carrick
Pete the Cat,"Dean, James",1,Main (Oakland)
Call Me Mrs. Miracle,Debbie Macomber,1,Downtown & Business
Spinning spiders,,1,East Liberty
Put Me In The Zoo,Dr. Seuss,1,Main (Oakland)
Barbie Life in the Dreamhouse Licensed to Drive,Mary Tillworth,1,Sheraden
Bizzy Bear Let's Go and Play,,1,Main (Oakland)
The Wonderful Book,Leonid Gore,1,Squirrel Hill
Zoombie Penpal,Ken Mcmurtry,1,South Side
"Giggle, Giggle, Quack",Doreen Cronin,1,Main (Oakland)
Battle of the Ampere,Richard Paul Evans,1,Main (Oakland)
His Third Wife,Grace Octavia,1,South Side
"Hi, Cat!",Ezra Jack Keats,1,Brookline
No Title Logged,,2,Squirrel Hill
Engine Number Nine,,7,Squirrel Hill
Dear Mr. Knightly,Katherine Reay,1,Main (Oakland)
Princess Super Kitty,Antoinette Portis,1,
"I, Elizabeth",Rosalind Miles,1,South Side
Daniel Plays in the Snow (Daniel Tiger's Neighborhood),Becky Friedman,1,Brookline
quiet night,,1,Carrick
Bugs,,1,Woods Run
The Fever,Megan Abbott,1,Lawrenceville
Belly Button Book,Sandra Boynton,1,
No Title Logged,,1,Squirrel Hill
No Title Logged,,1,Squirrel Hill
Cold in the Shadows,Toni Anderson,1,Lawrenceville
Jake and the Neverland Pirates Pirate Island Adventure,Bill Scollon,2,Allegheny
Property of a Noblewoman,Danielle Steel,1,Squirrel Hill
Mr. Clever,Roger Hargreaves,1,Squirrel Hill
No Title Logged,,2,Squirrel Hill
Dates! An Anthology of Queer Historical Fiction,,1,Squirrel Hill
The Amazing spiderman,,1,South Side
Madeline,Ludwig Bemelmans,1,South Side
Polar Bear Night,Lauren Thompson,1,East Liberty
The Obsession,Nora Roberts,1,Mt. Washington
The Hit,David Baldacci,1,Carrick
Clifford Loves Me,Thea Feldman,1,Main (Oakland)
how dinosaurs say i love you,jane yolen,1,Beechview
No Title Logged,,20,Allegheny
The Spy Who Barked,George Edward Stanley,1,Squirrel Hill
City of Lost Souls,Cassandra Clare,1,Main (Oakland)
Life is Not a Stress Rehearsal,Loretta LaRoche,1,Main (Oakland)
"Go, train, go",Reverend W Awdry,1,Homewood
No Title Logged,,1,Sheraden
Pocket Piggies Numbers,Richard Austin,2,Carrick
Papa Please Get the Moon for Me,Eric Carle,1,East Liberty
Gordon parks no excuses,,1,East Liberty
No Title Logged,,1,Main (Oakland)
Good Night!,Ethan Long,2,Main (Oakland)
Secrets of a shoe addict ,,1,Carrick
No Title Logged,,3,Squirrel Hill
The rattle bang picnic,,1,Squirrel Hill
"Scat, Cats!",Joan Holub,1,Allegheny
The Betrayal of the American Dream ,Donald L. Barlett,1,Main (Oakland)
Llama Llama Time to Share,Anna Dewdney,1,Main (Oakland)
The Forgotten Room,Lincoln Child,1,Allegheny
Mysterious Benedict Society,Trenton Lee Stewart,1,Squirrel Hill
Have a Nice Day,Julie Halperin,1,Main (Oakland)
dont let the pigeon drive the bus,mo williams,1,Beechview
A Bad Case of Stripes,David Shannon,1,East Liberty
123 to the zoo,Eric carle,1,Main (Oakland)
Dishonorable Intentions,Stuart Woods,1,Hill District
a walrus world,,1,East Liberty
Fantastic Beasts and Where to Find Them ,"Rowling, JK",1,Beechview
Saga #5,Brian K. Vaughan,1,Allegheny
No Title Logged,,3,Beechview
Cut From the Same Cloth,Kathleen Baldwin,1,Main (Oakland)
Diet Myths That Keep Us Fat,Nancy Snyderman MD,1,
The Cat in the Hat,Dr. Seuss,1,East Liberty
lucky days with mr and mrs green,,1,Main (Oakland)
The Red Parts,Maggie Nelson,1,Main (Oakland)
Max to the Rescue,Rosemary Wells,5,Main (Oakland)
ANNIE AND SNOWBALL AND THE BOOKS BUGS CLUB,,1,Carrick
"Monsters, Inc (Disney's Wonderful World of Reading)",Walt Disney Company,1,Main (Oakland)
Chengli and the Silk Road Caravan,,1,Brookline
No Title Logged,,15,Woods Run
Rainbow Magic: Olympia the Games Fairy,Daisy Meadows,1,East Liberty
Tootle,Georhe Crampton,1,Allegheny
Goosebumps,R.L. Stine,1,Main (Oakland)
Goodnight NOLA,Cornell P. landry,2,Squirrel Hill
a good month for homicide,del quentin wilber,1,Downtown & Business
The Sign of the Black Rock,Scott Chantler,1,Squirrel Hill
Teremok,Folk tale,1,Squirrel Hill
Scaredy Squirrel,Melanie Watt,1,Brookline
No Title Logged,,1,Squirrel Hill
The Weekenders,Mary Kay Andrews,1,Carrick
Dancing Feet!,Lindsey Craig,1,Hill District
No Title Logged,,13,Squirrel Hill
Goodnight Moon,Margaret Wise Brown,1,Main (Oakland)
Naruto 18,,1,Lawrenceville
